sampID	project	sort_date	well	libname	seqtype	cross	dap	n_nuc	peak	stage	stagecode	batch	platform	final ERCC dil.
D18-148258	180516Geh	5/11/18	9B	P17_9B	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148259	180516Geh	5/11/18	9C	P17_9C	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148260	180516Geh	5/11/18	9D	P17_9D	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148261	180516Geh	5/11/18	9E	P17_9E	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148262	180516Geh	5/11/18	9F	P17_9F	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148263	180516Geh	5/11/18	9G	P17_9G	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148264	180516Geh	5/11/18	9H	P17_9H	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148265	180516Geh	5/11/18	10A	P17_10A	paired	CxV	blank	0	NA	NA	3	17	Nextseq	1:200M
D18-148266	180516Geh	5/11/18	10B	P17_10B	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148267	180516Geh	5/11/18	10C	P17_10C	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148268	180516Geh	5/11/18	10D	P17_10D	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148269	180516Geh	5/11/18	10E	P17_10E	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148270	180516Geh	5/11/18	10F	P17_10F	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148271	180516Geh	5/11/18	10G	P17_10G	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148272	180516Geh	5/11/18	10H	P17_10H	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148273	180516Geh	5/11/18	11A	P17_11A	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148274	180516Geh	5/11/18	11B	P17_11B	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148275	180516Geh	5/11/18	11C	P17_11C	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148276	180516Geh	5/11/18	11D	P17_11D	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148277	180516Geh	5/11/18	11E	P17_11E	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148278	180516Geh	5/11/18	11F	P17_11F	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148279	180516Geh	5/11/18	11G	P17_11G	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148280	180516Geh	5/11/18	11H	P17_11H	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148281	180516Geh	5/11/18	12A	P17_12A	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148282	180516Geh	5/11/18	12B	P17_12B	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148283	180516Geh	5/11/18	12C	P17_12C	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148284	180516Geh	5/11/18	12D	P17_12D	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148285	180516Geh	5/11/18	12E	P17_12E	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148286	180516Geh	5/11/18	12F	P17_12F	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148287	180516Geh	5/11/18	12G	P17_12G	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148288	180516Geh	5/11/18	12H	P17_12H	paired	CxV	4	1	6N	heart	3	17	Nextseq	1:200M
D18-148289	180516Geh	5/15/18	1A	P18_1A	paired	VxC	nocell	0	NA	NA	3	18	Nextseq	1:200M
D18-148290	180516Geh	5/15/18	1B	P18_1B	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148291	180516Geh	5/15/18	1C	P18_1C	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148292	180516Geh	5/15/18	1D	P18_1D	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148293	180516Geh	5/15/18	1E	P18_1E	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148294	180516Geh	5/15/18	1F	P18_1F	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148295	180516Geh	5/15/18	1G	P18_1G	paired	VxC	4	2	3N	heart	3	18	Nextseq	1:200M
D18-148296	180516Geh	5/15/18	1H	P18_1H	paired	VxC	4	2	3N	heart	3	18	Nextseq	1:200M
D18-148297	180516Geh	5/15/18	2A	P18_2A	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148298	180516Geh	5/15/18	2B	P18_2B	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148299	180516Geh	5/15/18	2C	P18_2C	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148300	180516Geh	5/15/18	2D	P18_2D	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148301	180516Geh	5/15/18	2E	P18_2E	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148302	180516Geh	5/15/18	2F	P18_2F	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148303	180516Geh	5/15/18	2G	P18_2G	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148304	180516Geh	5/15/18	2H	P18_2H	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148305	180516Geh	5/15/18	3A	P18_3A	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148306	180516Geh	5/15/18	3B	P18_3B	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148307	180516Geh	5/15/18	3C	P18_3C	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148308	180516Geh	5/15/18	3D	P18_3D	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148309	180516Geh	5/15/18	3E	P18_3E	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148310	180516Geh	5/15/18	3F	P18_3F	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148311	180516Geh	5/15/18	3G	P18_3G	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148312	180516Geh	5/15/18	3H	P18_3H	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148313	180516Geh	5/15/18	4A	P18_4A	paired	VxC	blank	0	NA	NA	3	18	Nextseq	1:200M
D18-148314	180516Geh	5/15/18	4B	P18_4B	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148315	180516Geh	5/15/18	4C	P18_4C	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148316	180516Geh	5/15/18	4D	P18_4D	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148317	180516Geh	5/15/18	4E	P18_4E	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148318	180516Geh	5/15/18	4F	P18_4F	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148319	180516Geh	5/15/18	4G	P18_4G	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148320	180516Geh	5/15/18	4H	P18_4H	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148321	180516Geh	5/15/18	5A	P18_5A	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148322	180516Geh	5/15/18	5B	P18_5B	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148323	180516Geh	5/15/18	5C	P18_5C	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148324	180516Geh	5/15/18	5D	P18_5D	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148325	180516Geh	5/15/18	5E	P18_5E	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148326	180516Geh	5/15/18	5F	P18_5F	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148327	180516Geh	5/15/18	5G	P18_5G	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148328	180516Geh	5/15/18	5H	P18_5H	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148329	180516Geh	5/15/18	6A	P18_6A	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148330	180516Geh	5/15/18	6B	P18_6B	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148331	180516Geh	5/15/18	6C	P18_6C	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148332	180516Geh	5/15/18	6D	P18_6D	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148333	180516Geh	5/15/18	6E	P18_6E	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148334	180516Geh	5/15/18	6F	P18_6F	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148335	180516Geh	5/15/18	6G	P18_6G	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148336	180516Geh	5/15/18	6H	P18_6H	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148337	180516Geh	5/15/18	7A	P18_7A	paired	VxC	nocell	0	NA	NA	3	18	Nextseq	1:200M
D18-148338	180516Geh	5/15/18	7B	P18_7B	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148339	180516Geh	5/15/18	7C	P18_7C	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148340	180516Geh	5/15/18	7D	P18_7D	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148341	180516Geh	5/15/18	7E	P18_7E	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148342	180516Geh	5/15/18	7F	P18_7F	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148343	180516Geh	5/15/18	7G	P18_7G	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148344	180516Geh	5/15/18	7H	P18_7H	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148345	180516Geh	5/15/18	8A	P18_8A	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148346	180516Geh	5/15/18	8B	P18_8B	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148347	180516Geh	5/15/18	8C	P18_8C	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148348	180516Geh	5/15/18	8D	P18_8D	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148349	180516Geh	5/15/18	8E	P18_8E	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148350	180516Geh	5/15/18	8F	P18_8F	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148351	180516Geh	5/15/18	8G	P18_8G	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148352	180516Geh	5/15/18	8H	P18_8H	paired	VxC	4	1	3N	heart	3	18	Nextseq	1:200M
D18-148353	180516Geh	5/15/18	9A	P18_9A	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148354	180516Geh	5/15/18	9B	P18_9B	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148355	180516Geh	5/15/18	9C	P18_9C	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148356	180516Geh	5/15/18	9D	P18_9D	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148357	180516Geh	5/15/18	9E	P18_9E	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148358	180516Geh	5/15/18	9F	P18_9F	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148359	180516Geh	5/15/18	9G	P18_9G	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148360	180516Geh	5/15/18	9H	P18_9H	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148361	180516Geh	5/15/18	10A	P18_10A	paired	VxC	blank	0	NA	NA	3	18	Nextseq	1:200M
D18-148362	180516Geh	5/15/18	10B	P18_10B	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148363	180516Geh	5/15/18	10C	P18_10C	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148364	180516Geh	5/15/18	10D	P18_10D	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148365	180516Geh	5/15/18	10E	P18_10E	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148366	180516Geh	5/15/18	10F	P18_10F	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148367	180516Geh	5/15/18	10G	P18_10G	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148368	180516Geh	5/15/18	10H	P18_10H	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148369	180516Geh	5/15/18	11A	P18_11A	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148370	180516Geh	5/15/18	11B	P18_11B	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148371	180516Geh	5/15/18	11C	P18_11C	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148372	180516Geh	5/15/18	11D	P18_11D	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148373	180516Geh	5/15/18	11E	P18_11E	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148374	180516Geh	5/15/18	11F	P18_11F	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148375	180516Geh	5/15/18	11G	P18_11G	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148376	180516Geh	5/15/18	11H	P18_11H	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148377	180516Geh	5/15/18	12A	P18_12A	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148378	180516Geh	5/15/18	12B	P18_12B	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148379	180516Geh	5/15/18	12C	P18_12C	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148380	180516Geh	5/15/18	12D	P18_12D	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148381	180516Geh	5/15/18	12E	P18_12E	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148382	180516Geh	5/15/18	12F	P18_12F	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148383	180516Geh	5/15/18	12G	P18_12G	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-148384	180516Geh	5/15/18	12H	P18_12H	paired	VxC	4	1	6N	heart	3	18	Nextseq	1:200M
D18-217001	180928Geh	9/12/18	1A	P19_1A	paired	VxC	nocell	0	NA	NA	3	19	Nextseq	1:200M
D18-217002	180928Geh	9/12/18	1B	P19_1B	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217003	180928Geh	9/12/18	1C	P19_1C	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217004	180928Geh	9/12/18	1D	P19_1D	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217005	180928Geh	9/12/18	1E	P19_1E	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217006	180928Geh	9/12/18	1F	P19_1F	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217007	180928Geh	9/12/18	1G	P19_1G	paired	VxC	4	2	3N	heart	3	19	Nextseq	1:200M
D18-217008	180928Geh	9/12/18	1H	P19_1H	paired	VxC	4	2	3N	heart	3	19	Nextseq	1:200M
D18-217009	180928Geh	9/12/18	2A	P19_2A	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217010	180928Geh	9/12/18	2B	P19_2B	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217011	180928Geh	9/12/18	2C	P19_2C	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217012	180928Geh	9/12/18	2D	P19_2D	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217013	180928Geh	9/12/18	2E	P19_2E	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217014	180928Geh	9/12/18	2F	P19_2F	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217015	180928Geh	9/12/18	2G	P19_2G	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217016	180928Geh	9/12/18	2H	P19_2H	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217017	180928Geh	9/12/18	3A	P19_3A	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217018	180928Geh	9/12/18	3B	P19_3B	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217019	180928Geh	9/12/18	3C	P19_3C	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217020	180928Geh	9/12/18	3D	P19_3D	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217021	180928Geh	9/12/18	3E	P19_3E	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217022	180928Geh	9/12/18	3F	P19_3F	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217023	180928Geh	9/12/18	3G	P19_3G	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217024	180928Geh	9/12/18	3H	P19_3H	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217025	180928Geh	9/12/18	4A	P19_4A	paired	VxC	blank	0	NA	NA	3	19	Nextseq	1:200M
D18-217026	180928Geh	9/12/18	4B	P19_4B	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217027	180928Geh	9/12/18	4C	P19_4C	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217028	180928Geh	9/12/18	4D	P19_4D	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217029	180928Geh	9/12/18	4E	P19_4E	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217030	180928Geh	9/12/18	4F	P19_4F	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217031	180928Geh	9/12/18	4G	P19_4G	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217032	180928Geh	9/12/18	4H	P19_4H	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217033	180928Geh	9/12/18	5A	P19_5A	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217034	180928Geh	9/12/18	5B	P19_5B	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217035	180928Geh	9/12/18	5C	P19_5C	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217036	180928Geh	9/12/18	5D	P19_5D	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217037	180928Geh	9/12/18	5E	P19_5E	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217038	180928Geh	9/12/18	5F	P19_5F	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217039	180928Geh	9/12/18	5G	P19_5G	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217040	180928Geh	9/12/18	5H	P19_5H	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217041	180928Geh	9/12/18	6A	P19_6A	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217042	180928Geh	9/12/18	6B	P19_6B	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217043	180928Geh	9/12/18	6C	P19_6C	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217044	180928Geh	9/12/18	6D	P19_6D	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217045	180928Geh	9/12/18	6E	P19_6E	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217046	180928Geh	9/12/18	6F	P19_6F	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217047	180928Geh	9/12/18	6G	P19_6G	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217048	180928Geh	9/12/18	6H	P19_6H	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217049	180928Geh	9/12/18	7A	P19_7A	paired	VxC	nocell	0	NA	NA	3	19	Nextseq	1:200M
D18-217051	180928Geh	9/12/18	7C	P19_7C	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217052	180928Geh	9/12/18	7D	P19_7D	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217053	180928Geh	9/12/18	7E	P19_7E	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217054	180928Geh	9/12/18	7F	P19_7F	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217055	180928Geh	9/12/18	7G	P19_7G	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217056	180928Geh	9/12/18	7H	P19_7H	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217057	180928Geh	9/12/18	8A	P19_8A	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217058	180928Geh	9/12/18	8B	P19_8B	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217059	180928Geh	9/12/18	8C	P19_8C	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217060	180928Geh	9/12/18	8D	P19_8D	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217061	180928Geh	9/12/18	8E	P19_8E	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217062	180928Geh	9/12/18	8F	P19_8F	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217063	180928Geh	9/12/18	8G	P19_8G	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217064	180928Geh	9/12/18	8H	P19_8H	paired	VxC	4	1	3N	heart	3	19	Nextseq	1:200M
D18-217065	180928Geh	9/12/18	9A	P19_9A	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217066	180928Geh	9/12/18	9B	P19_9B	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217067	180928Geh	9/12/18	9C	P19_9C	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217068	180928Geh	9/12/18	9D	P19_9D	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217069	180928Geh	9/12/18	9E	P19_9E	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217070	180928Geh	9/12/18	9F	P19_9F	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217071	180928Geh	9/12/18	9G	P19_9G	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217072	180928Geh	9/12/18	9H	P19_9H	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217073	180928Geh	9/12/18	10A	P19_10A	paired	VxC	blank	0	NA	NA	3	19	Nextseq	1:200M
D18-217074	180928Geh	9/12/18	10B	P19_10B	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217075	180928Geh	9/12/18	10C	P19_10C	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217076	180928Geh	9/12/18	10D	P19_10D	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217077	180928Geh	9/12/18	10E	P19_10E	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217078	180928Geh	9/12/18	10F	P19_10F	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217079	180928Geh	9/12/18	10G	P19_10G	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217080	180928Geh	9/12/18	10H	P19_10H	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217081	180928Geh	9/12/18	11A	P19_11A	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217082	180928Geh	9/12/18	11B	P19_11B	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217083	180928Geh	9/12/18	11C	P19_11C	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217084	180928Geh	9/12/18	11D	P19_11D	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217085	180928Geh	9/12/18	11E	P19_11E	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217086	180928Geh	9/12/18	11F	P19_11F	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217087	180928Geh	9/12/18	11G	P19_11G	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217088	180928Geh	9/12/18	11H	P19_11H	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217089	180928Geh	9/12/18	12A	P19_12A	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217090	180928Geh	9/12/18	12B	P19_12B	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217091	180928Geh	9/12/18	12C	P19_12C	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217092	180928Geh	9/12/18	12D	P19_12D	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217093	180928Geh	9/12/18	12E	P19_12E	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217094	180928Geh	9/12/18	12F	P19_12F	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217095	180928Geh	9/12/18	12G	P19_12G	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217096	180928Geh	9/12/18	12H	P19_12H	paired	VxC	4	1	6N	heart	3	19	Nextseq	1:200M
D18-217097	180928Geh	9/13/18	1A	P20_1A	paired	CxV	nocell	0	NA	NA	3	20	Nextseq	1:200M
D18-217098	180928Geh	9/13/18	1B	P20_1B	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217099	180928Geh	9/13/18	1C	P20_1C	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217100	180928Geh	9/13/18	1D	P20_1D	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217101	180928Geh	9/13/18	1E	P20_1E	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217102	180928Geh	9/13/18	1F	P20_1F	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217103	180928Geh	9/13/18	1G	P20_1G	paired	CxV	4	2	3N	heart	3	20	Nextseq	1:200M
D18-217104	180928Geh	9/13/18	1H	P20_1H	paired	CxV	4	2	3N	heart	3	20	Nextseq	1:200M
D18-217105	180928Geh	9/13/18	2A	P20_2A	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217106	180928Geh	9/13/18	2B	P20_2B	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217107	180928Geh	9/13/18	2C	P20_2C	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217108	180928Geh	9/13/18	2D	P20_2D	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217109	180928Geh	9/13/18	2E	P20_2E	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
D18-217110	180928Geh	9/13/18	2F	P20_2F	paired	CxV	4	1	3N	heart	3	20	Nextseq	1:200M
